,country,iso_code,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,daily_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,daily_vaccinations_per_million,vaccines,vaccine,total_num_vaccinations,Target
0,Afghanistan,AFG,2/22/2021,0,0,0,0,0,0,0,0,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech",NA,0,0
1,Afghanistan,AFG,2/23/2021,0,0,0,1367,0,0,0,35,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech",NA,0,0
2,Afghanistan,AFG,2/24/2021,0,0,0,1367,0,0,0,35,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech",NA,0,0
3,Afghanistan,AFG,2/25/2021,0,0,0,1367,0,0,0,35,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech",NA,0,0
4,Afghanistan,AFG,2/26/2021,0,0,0,1367,0,0,0,35,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech",NA,0,0
5,Afghanistan,AFG,2/27/2021,0,0,0,1367,0,0,0,35,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech",NA,0,0
6,Afghanistan,AFG,2/28/2021,8200,8200,0,1367,0.02,0.02,0,35,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech",NA,0,0
7,Afghanistan,AFG,3/1/2021,8200,8200,0,1580,0.02,0.02,0,41,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech",NA,0,0
8,Afghanistan,AFG,3/2/2021,8200,8200,0,1794,0.02,0.02,0,46,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech",NA,0,0
9,Afghanistan,AFG,3/3/2021,8200,8200,0,2008,0.02,0.02,0,52,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech",NA,0,0
10,Afghanistan,AFG,3/4/2021,8200,8200,0,2221,0.02,0.02,0,57,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech",NA,0,0
11,Afghanistan,AFG,3/5/2021,8200,8200,0,2435,0.02,0.02,0,63,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech",NA,0,0
12,Afghanistan,AFG,3/6/2021,8200,8200,0,2649,0.02,0.02,0,68,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech",NA,0,0
13,Afghanistan,AFG,3/7/2021,8200,8200,0,2862,0.02,0.02,0,74,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech",NA,0,0
14,Afghanistan,AFG,3/8/2021,8200,8200,0,2862,0.02,0.02,0,74,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech",NA,0,0
15,Afghanistan,AFG,3/9/2021,8200,8200,0,2862,0.02,0.02,0,74,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech",NA,0,0
16,Afghanistan,AFG,3/10/2021,8200,8200,0,2862,0.02,0.02,0,74,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech",NA,0,0
17,Afghanistan,AFG,3/11/2021,8200,8200,0,2862,0.02,0.02,0,74,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech",NA,0,0
18,Afghanistan,AFG,3/12/2021,8200,8200,0,2862,0.02,0.02,0,74,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech",NA,0,0
19,Afghanistan,AFG,3/13/2021,8200,8200,0,2862,0.02,0.02,0,74,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech",NA,0,0
20,Afghanistan,AFG,3/14/2021,8200,8200,0,2862,0.02,0.02,0,74,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech",NA,0,0
21,Afghanistan,AFG,3/15/2021,8200,8200,0,2862,0.02,0.02,0,74,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech",NA,0,0
22,Afghanistan,AFG,3/16/2021,54000,54000,0,2862,0.14,0.14,0,74,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech",NA,0,0
23,Afghanistan,AFG,3/17/2021,54000,54000,0,2882,0.14,0.14,0,74,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech",NA,0,0
24,Afghanistan,AFG,3/18/2021,54000,54000,0,2902,0.14,0.14,0,75,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech",NA,0,0
25,Afghanistan,AFG,3/19/2021,54000,54000,0,2921,0.14,0.14,0,75,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech",NA,0,0
26,Afghanistan,AFG,3/20/2021,54000,54000,0,2941,0.14,0.14,0,76,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech",NA,0,0
27,Afghanistan,AFG,3/21/2021,54000,54000,0,2961,0.14,0.14,0,76,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech",NA,0,0
28,Afghanistan,AFG,3/22/2021,54000,54000,0,2980,0.14,0.14,0,77,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech",NA,0,0
29,Afghanistan,AFG,3/23/2021,54000,54000,0,3000,0.14,0.14,0,77,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech",NA,0,0
30,Afghanistan,AFG,3/24/2021,54000,54000,0,3000,0.14,0.14,0,77,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech",NA,0,0
31,Afghanistan,AFG,3/25/2021,54000,54000,0,3000,0.14,0.14,0,77,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech",NA,0,0
32,Afghanistan,AFG,3/26/2021,54000,54000,0,3000,0.14,0.14,0,77,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech",NA,0,0
33,Afghanistan,AFG,3/27/2021,54000,54000,0,3000,0.14,0.14,0,77,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech",NA,0,0
34,Afghanistan,AFG,3/28/2021,54000,54000,0,3000,0.14,0.14,0,77,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech",NA,0,0
35,Afghanistan,AFG,3/29/2021,54000,54000,0,3000,0.14,0.14,0,77,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech",NA,0,0
36,Afghanistan,AFG,3/30/2021,54000,54000,0,3000,0.14,0.14,0,77,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech",NA,0,0
37,Afghanistan,AFG,3/31/2021,54000,54000,0,3000,0.14,0.14,0,77,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech",NA,0,0
38,Afghanistan,AFG,4/1/2021,54000,54000,0,3000,0.14,0.14,0,77,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech",NA,0,0
39,Afghanistan,AFG,4/2/2021,54000,54000,0,3000,0.14,0.14,0,77,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech",NA,0,0
40,Afghanistan,AFG,4/3/2021,54000,54000,0,3000,0.14,0.14,0,77,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech",NA,0,0
41,Afghanistan,AFG,4/4/2021,54000,54000,0,3000,0.14,0.14,0,77,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech",NA,0,0
42,Afghanistan,AFG,4/5/2021,54000,54000,0,3000,0.14,0.14,0,77,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech",NA,0,0
43,Afghanistan,AFG,4/6/2021,54000,54000,0,3000,0.14,0.14,0,77,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech",NA,0,0
44,Afghanistan,AFG,4/7/2021,120000,120000,0,3000,0.31,0.31,0,77,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech",NA,0,0
45,Afghanistan,AFG,4/8/2021,120000,120000,0,3714,0.31,0.31,0,95,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech",NA,0,0
46,Afghanistan,AFG,4/9/2021,120000,120000,0,4429,0.31,0.31,0,114,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech",NA,0,0
47,Afghanistan,AFG,4/10/2021,120000,120000,0,5143,0.31,0.31,0,132,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech",NA,0,0
48,Afghanistan,AFG,4/11/2021,120000,120000,0,5857,0.31,0.31,0,150,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech",NA,0,0
49,Afghanistan,AFG,4/12/2021,120000,120000,0,6571,0.31,0.31,0,169,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech",NA,0,0
50,Afghanistan,AFG,4/13/2021,120000,120000,0,7286,0.31,0.31,0,187,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech",NA,0,0
51,Afghanistan,AFG,4/14/2021,120000,120000,0,8000,0.31,0.31,0,206,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech",NA,0,0
52,Afghanistan,AFG,4/15/2021,120000,120000,0,8000,0.31,0.31,0,206,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech",NA,0,0
53,Afghanistan,AFG,4/16/2021,120000,120000,0,8000,0.31,0.31,0,206,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech",NA,0,0
54,Afghanistan,AFG,4/17/2021,120000,120000,0,8000,0.31,0.31,0,206,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech",NA,0,0
55,Afghanistan,AFG,4/18/2021,120000,120000,0,8000,0.31,0.31,0,206,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech",NA,0,0
56,Afghanistan,AFG,4/19/2021,120000,120000,0,8000,0.31,0.31,0,206,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech",NA,0,0
57,Afghanistan,AFG,4/20/2021,120000,120000,0,8000,0.31,0.31,0,206,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech",NA,0,0
58,Afghanistan,AFG,4/21/2021,120000,120000,0,8000,0.31,0.31,0,206,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech",NA,0,0
59,Afghanistan,AFG,4/22/2021,240000,240000,0,8000,0.62,0.62,0,206,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech",NA,0,0
60,Afghanistan,AFG,4/23/2021,240000,240000,0,8846,0.62,0.62,0,227,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech",NA,0,0
61,Afghanistan,AFG,4/24/2021,240000,240000,0,9692,0.62,0.62,0,249,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech",NA,0,0
62,Afghanistan,AFG,4/25/2021,240000,240000,0,10538,0.62,0.62,0,271,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech",NA,0,0
63,Afghanistan,AFG,4/26/2021,240000,240000,0,11384,0.62,0.62,0,292,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech",NA,0,0
64,Afghanistan,AFG,4/27/2021,240000,240000,0,12229,0.62,0.62,0,314,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech",NA,0,0
65,Afghanistan,AFG,4/28/2021,240000,240000,0,13075,0.62,0.62,0,336,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech",NA,0,0
66,Afghanistan,AFG,4/29/2021,240000,240000,0,13921,0.62,0.62,0,358,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech",NA,0,0
67,Afghanistan,AFG,4/30/2021,240000,240000,0,13921,0.62,0.62,0,358,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech",NA,0,0
68,Afghanistan,AFG,5/1/2021,240000,240000,0,13921,0.62,0.62,0,358,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech",NA,0,0
69,Afghanistan,AFG,5/2/2021,240000,240000,0,13921,0.62,0.62,0,358,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech",NA,0,0
70,Afghanistan,AFG,5/3/2021,240000,240000,0,13921,0.62,0.62,0,358,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech",NA,0,0
71,Afghanistan,AFG,5/4/2021,240000,240000,0,13921,0.62,0.62,0,358,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech",NA,0,0
72,Afghanistan,AFG,5/5/2021,240000,240000,0,13921,0.62,0.62,0,358,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech",NA,0,0
73,Afghanistan,AFG,5/6/2021,240000,240000,0,13921,0.62,0.62,0,358,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech",NA,0,0
74,Afghanistan,AFG,5/7/2021,240000,240000,0,13921,0.62,0.62,0,358,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech",NA,0,0
75,Afghanistan,AFG,5/8/2021,240000,240000,0,13921,0.62,0.62,0,358,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech",NA,0,0
76,Afghanistan,AFG,5/9/2021,240000,240000,0,13921,0.62,0.62,0,358,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech",NA,0,0
77,Afghanistan,AFG,5/10/2021,240000,240000,0,13921,0.62,0.62,0,358,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech",NA,0,0
78,Afghanistan,AFG,5/11/2021,504502,448878,55624,13921,1.3,1.15,0.14,358,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech",NA,0,1
79,Afghanistan,AFG,5/12/2021,504502,448878,0,12621,1.3,1.15,0,324,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech",NA,0,0
80,Afghanistan,AFG,5/13/2021,504502,448878,0,11321,1.3,1.15,0,291,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech",NA,0,0
81,Afghanistan,AFG,5/14/2021,504502,448878,0,10022,1.3,1.15,0,257,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech",NA,0,0
82,Afghanistan,AFG,5/15/2021,504502,448878,0,8722,1.3,1.15,0,224,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech",NA,0,0
83,Afghanistan,AFG,5/16/2021,504502,448878,0,7422,1.3,1.15,0,191,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech",NA,0,0
84,Afghanistan,AFG,5/17/2021,504502,448878,0,6122,1.3,1.15,0,157,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech",NA,0,0
85,Afghanistan,AFG,5/18/2021,504502,448878,0,4822,1.3,1.15,0,124,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech",NA,0,0
86,Afghanistan,AFG,5/19/2021,504502,448878,0,4822,1.3,1.15,0,124,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech",NA,0,0
87,Afghanistan,AFG,5/20/2021,547901,470341,77560,4822,1.41,1.21,0.2,124,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech",NA,0,1
88,Afghanistan,AFG,5/21/2021,547901,470341,0,5040,1.41,1.21,0,129,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech",NA,0,0
89,Afghanistan,AFG,5/22/2021,547901,470341,0,5257,1.41,1.21,0,135,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech",NA,0,0
90,Afghanistan,AFG,5/23/2021,547901,470341,0,5474,1.41,1.21,0,141,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech",NA,0,0
91,Afghanistan,AFG,5/24/2021,573277,476367,96910,5692,1.47,1.22,0.25,146,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech",NA,0,1
92,Afghanistan,AFG,5/25/2021,573277,476367,0,6230,1.47,1.22,0,160,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech",NA,0,0
93,Afghanistan,AFG,5/26/2021,590454,479372,111082,6768,1.52,1.23,0.29,174,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech",NA,0,1
94,Afghanistan,AFG,5/27/2021,593313,479574,113739,6487,1.52,1.23,0.29,167,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech",NA,0,1
95,Afghanistan,AFG,5/28/2021,593313,479574,0,5907,1.52,1.23,0,152,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech",NA,0,0
96,Afghanistan,AFG,5/29/2021,593313,479574,0,5326,1.52,1.23,0,137,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech",NA,0,0
97,Afghanistan,AFG,5/30/2021,600152,480226,119926,4746,1.54,1.23,0.31,122,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech",NA,0,1
98,Afghanistan,AFG,5/31/2021,600152,480226,0,5084,1.54,1.23,0,131,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech",NA,0,0
99,Afghanistan,AFG,6/1/2021,600152,480226,0,5102,1.54,1.23,0,131,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech",NA,0,0
100,Afghanistan,AFG,6/2/2021,626290,481690,144600,5119,1.61,1.24,0.37,131,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech",NA,0,1
101,Afghanistan,AFG,6/3/2021,630305,481800,148505,5285,1.62,1.24,0.38,136,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech",NA,0,1
102,Afghanistan,AFG,6/4/2021,630305,481800,0,5273,1.62,1.24,0,135,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech",NA,0,0
103,Afghanistan,AFG,6/5/2021,630305,481800,0,5261,1.62,1.24,0,135,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech",NA,0,0
104,Afghanistan,AFG,6/6/2021,630305,481800,0,5250,1.62,1.24,0,135,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech",NA,0,0
105,Afghanistan,AFG,6/7/2021,630305,481800,0,4319,1.62,1.24,0,111,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech",NA,0,0
106,Afghanistan,AFG,6/8/2021,641295,482952,158343,3388,1.65,1.24,0.41,87,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech",NA,0,1
107,Afghanistan,AFG,6/9/2021,641295,482952,0,2637,1.65,1.24,0,68,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech",NA,0,0
108,Afghanistan,AFG,6/10/2021,641295,482952,0,2556,1.65,1.24,0,66,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech",NA,0,0
109,Afghanistan,AFG,6/11/2021,641295,482952,0,2735,1.65,1.24,0,70,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech",NA,0,0
110,Afghanistan,AFG,6/12/2021,641295,482952,0,2914,1.65,1.24,0,75,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech",NA,0,0
111,Afghanistan,AFG,6/13/2021,641295,482952,0,3093,1.65,1.24,0,79,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech",NA,0,0
112,Afghanistan,AFG,6/14/2021,662003,484737,177266,3272,1.7,1.25,0.46,84,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech",NA,0,1
113,Albania,ALB,1/10/2021,0,0,0,0,0,0,0,0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",NA,0,0
114,Albania,ALB,1/11/2021,0,0,0,64,0,0,0,22,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",NA,0,0
115,Albania,ALB,1/12/2021,128,128,0,64,0,0,0,22,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",NA,0,0
116,Albania,ALB,1/13/2021,188,188,0,63,0.01,0.01,0,22,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",NA,0,0
117,Albania,ALB,1/14/2021,266,266,0,66,0.01,0.01,0,23,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",NA,0,0
118,Albania,ALB,1/15/2021,308,308,0,62,0.01,0.01,0,22,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",NA,0,0
119,Albania,ALB,1/16/2021,369,369,0,62,0.01,0.01,0,22,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",NA,0,0
120,Albania,ALB,1/17/2021,405,405,0,58,0.01,0.01,0,20,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",NA,0,0
121,Albania,ALB,1/18/2021,447,447,0,55,0.02,0.02,0,19,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",NA,0,0
122,Albania,ALB,1/19/2021,483,483,0,51,0.02,0.02,0,18,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",NA,0,0
123,Albania,ALB,1/20/2021,519,519,0,47,0.02,0.02,0,16,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",NA,0,0
124,Albania,ALB,1/21/2021,549,549,0,40,0.02,0.02,0,14,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",NA,0,0
125,Albania,ALB,1/22/2021,549,549,0,34,0.02,0.02,0,12,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",NA,0,0
126,Albania,ALB,1/23/2021,549,549,0,26,0.02,0.02,0,9,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",NA,0,0
127,Albania,ALB,1/24/2021,549,549,0,21,0.02,0.02,0,7,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",NA,0,0
128,Albania,ALB,1/25/2021,549,549,0,15,0.02,0.02,0,5,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",NA,0,0
129,Albania,ALB,1/26/2021,549,549,0,9,0.02,0.02,0,3,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",NA,0,0
130,Albania,ALB,1/27/2021,549,549,0,4,0.02,0.02,0,1,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",NA,0,0
131,Albania,ALB,1/28/2021,549,549,0,0,0.02,0.02,0,0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",NA,0,0
132,Albania,ALB,1/29/2021,549,549,0,0,0.02,0.02,0,0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",NA,0,0
133,Albania,ALB,1/30/2021,549,549,0,0,0.02,0.02,0,0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",NA,0,0
134,Albania,ALB,1/31/2021,549,549,0,0,0.02,0.02,0,0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",NA,0,0
135,Albania,ALB,2/1/2021,549,549,0,0,0.02,0.02,0,0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",NA,0,0
136,Albania,ALB,2/2/2021,550,549,1,0,0.02,0.02,0,0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",NA,0,1
137,Albania,ALB,2/3/2021,550,549,0,12,0.02,0.02,0,4,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",NA,0,0
138,Albania,ALB,2/4/2021,550,549,0,24,0.02,0.02,0,8,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",NA,0,0
139,Albania,ALB,2/5/2021,550,549,0,35,0.02,0.02,0,12,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",NA,0,0
140,Albania,ALB,2/6/2021,550,549,0,47,0.02,0.02,0,16,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",NA,0,0
141,Albania,ALB,2/7/2021,550,549,0,59,0.02,0.02,0,21,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",NA,0,0
142,Albania,ALB,2/8/2021,550,549,0,71,0.02,0.02,0,25,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",NA,0,0
143,Albania,ALB,2/9/2021,1127,689,438,82,0.04,0.02,0.02,28,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",NA,0,1
144,Albania,ALB,2/10/2021,1127,689,0,81,0.04,0.02,0,28,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",NA,0,0
145,Albania,ALB,2/11/2021,1127,689,0,79,0.04,0.02,0,27,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",NA,0,0
146,Albania,ALB,2/12/2021,1127,689,0,78,0.04,0.02,0,27,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",NA,0,0
147,Albania,ALB,2/13/2021,1127,689,0,76,0.04,0.02,0,26,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",NA,0,0
148,Albania,ALB,2/14/2021,1127,689,0,75,0.04,0.02,0,26,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",NA,0,0
149,Albania,ALB,2/15/2021,1127,689,0,73,0.04,0.02,0,25,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",NA,0,0
150,Albania,ALB,2/16/2021,1127,689,0,72,0.04,0.02,0,25,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",NA,0,0
151,Albania,ALB,2/17/2021,1701,1090,611,72,0.06,0.04,0.02,25,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",NA,0,1
152,Albania,ALB,2/18/2021,3049,2438,611,254,0.11,0.08,0.02,88,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",NA,0,1
153,Albania,ALB,2/19/2021,4177,2438,0,405,0.15,0.08,0,141,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",NA,0,0
154,Albania,ALB,2/20/2021,4177,2438,0,516,0.15,0.08,0,179,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",NA,0,0
155,Albania,ALB,2/21/2021,4177,2438,0,627,0.15,0.08,0,218,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",NA,0,0
156,Albania,ALB,2/22/2021,6728,6073,655,739,0.23,0.21,0.02,257,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",NA,0,1
157,Albania,ALB,2/23/2021,6728,6073,0,891,0.23,0.21,0,310,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",NA,0,0
158,Albania,ALB,2/24/2021,6728,6073,0,1043,0.23,0.21,0,362,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",NA,0,0
159,Albania,ALB,2/25/2021,10135,6073,0,1012,0.35,0.21,0,352,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",NA,0,0
160,Albania,ALB,2/26/2021,10135,6073,0,1000,0.35,0.21,0,347,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",NA,0,0
161,Albania,ALB,2/27/2021,10135,6073,0,1027,0.35,0.21,0,357,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",NA,0,0
